,filename,mainSound,length,sampleRate,quality,isCut,isMixed,isChecked,threat,salience,importance
777,74726-8-0-11,siren,4.0,44100,7,1,0,0,8,9,9
778,4-126046-A-18,natural,5.0,44100,7,1,0,1,0,3,0
779,3-152020-B-36,interior,5.0,44100,7,1,0,1,0,7,0
780,164053-8-2-1,siren,4.0,44100,7,1,0,0,8,9,9
781,22883-7-19-0,exterior,3.2,48000,7,1,0,0,2,8,0
782,1-54084-A-42,siren,5.0,44100,7,1,0,1,8,9,9
783,17480-2-0-9,human,4.0,44100,7,1,0,0,0,5,0
784,2-59241-A-35,interior,5.0,44100,7,1,0,1,0,7,0
785,5-208761-A-24,human,5.0,44100,7,1,0,0,0,5,0
786,26255-3-6-0,animal,0.7180725623582767,44100,7,1,0,0,4,5,4
787,209864-5-0-2,exterior,4.0,44100,7,1,0,0,0,4,0
788,184805-0-0-64,interior,4.0,44100,7,1,0,0,2,5,0
789,24347-8-0-65,siren,4.0,48000,7,1,0,0,8,9,9
790,1-54918-B-14,natural,5.0,44100,7,1,0,1,0,3,0
791,40722-8-0-1,siren,4.0,11025,7,1,0,0,8,9,9
792,1-62594-A-32,interior,5.0,44100,7,1,0,1,0,7,0
793,-dBTGdL4RFs_30,siren,10.0,16000,3,0,1,1,8,9,9
794,30823-8-0-0,siren,4.0,44100,7,1,0,0,8,9,9
795,98859-7-2-2,exterior,4.0,44100,7,1,0,0,2,8,0
796,4-174860-A-3,animal,5.0,44100,7,1,0,0,2,5,0
797,2-104952-A-16,natural,5.0,44100,7,1,0,1,0,3,0
798,22883-7-39-1,exterior,4.0,48000,7,1,0,0,2,8,0
799,157866-8-0-19,siren,4.0,44100,7,1,0,0,8,9,9
800,3Q7NQ2ddnv4_20,siren,9.0561875,16000,3,0,1,1,6,9,9
801,203913-8-0-5,siren,4.0,44100,7,1,0,0,8,9,9
802,7qicY9TPo_M_10,siren,10.0,16000,3,0,1,1,6,9,9
803,122199-3-1-2,animal,4.0,44100,7,1,0,0,4,5,4
804,111386-5-1-10,exterior,4.0,44100,7,1,0,0,0,4,0
805,66619-2-0-22,human,4.0,44100,7,1,0,0,0,5,0
806,0cOGkwEnSXM_40,siren,10.0,16000,3,0,1,1,8,9,9
807,203913-8-0-9,siren,4.0,44100,7,1,0,0,8,9,9
808,2-118072-A-0,animal,5.0,44100,7,1,0,1,5,5,2
809,42954-9-0-2,exterior,4.0,44100,7,1,0,0,0,5,0
810,162103-0-0-15,interior,4.0,44100,7,1,0,0,2,5,0
811,157867-8-0-0,siren,4.0,44100,7,1,0,0,8,9,9
812,123688-8-0-18,siren,4.0,44100,7,1,0,0,8,9,9
813,101415-3-0-3,animal,4.0,48000,7,1,0,0,4,5,4
814,4-144085-A-16,natural,5.0,44100,7,1,0,0,2,3,2
815,-09rxiqNNEs_30,siren,10.0,16000,3,0,1,1,9,9,9
816,-Mqa-jaS9SU_10,siren,10.0,16000,3,0,1,1,6,8,7
817,5-251971-A-47,exterior,5.0,44100,7,1,0,0,2,5,5
818,4-216211-A-14,interior,5.0,44100,7,1,0,0,0,7,0
819,0956vh5AlJg_10,siren,10.0,16000,3,0,1,1,8,9,9
820,54914-2-0-3,human,4.0,44100,7,1,0,0,0,5,0
821,3-163607-A-13,natural,5.0,44100,7,1,0,1,0,1,0
822,105289-8-2-4,siren,4.0,44100,7,1,0,0,8,9,9
823,8HqOjWyahzI_20,siren,10.0,16000,3,0,1,1,6,9,9
824,5-172639-A-5,animal,5.0,44100,7,1,0,0,2,5,0
825,2-70052-B-42,siren,5.0,44100,7,1,0,1,8,9,9
826,94636-8-0-10,siren,4.0,44100,7,1,0,0,8,9,9
827,4-212604-A-15,natural,5.0,44100,7,1,0,0,2,3,2
828,2-124662-A-11,natural,5.0,44100,7,1,0,1,0,3,2
829,2-153388-A-31,interior,5.0,44100,7,1,0,1,0,5,0
830,61791-9-1-44,exterior,4.0,44100,7,1,0,0,0,5,0
831,133090-2-0-38,human,4.0,44100,7,1,0,0,0,5,0
832,135160-8-0-6,siren,4.0,16000,7,1,0,0,8,9,9
833,3-124958-A-28,animal,5.0,44100,7,1,0,1,0,3,0
834,57323-8-0-5,siren,4.0,44100,7,1,0,0,8,9,9
835,189988-0-0-0,interior,4.0,44100,7,1,0,0,2,5,0
836,2-133863-A-11,natural,5.0,44100,7,1,0,1,0,3,2
837,24347-8-0-0,siren,4.0,48000,7,1,0,0,8,9,9
838,-fGFQTGd2nA_10,siren,8.9786875,16000,5,0,1,1,7,9,9
839,57323-8-0-3,siren,4.0,44100,7,1,0,0,8,9,9
840,3-182710-B-35,interior,5.0,44100,7,1,0,1,0,4,0
841,30344-3-0-0,animal,4.0,44100,7,1,0,0,4,5,4
842,22601-8-0-45,siren,4.0,48000,7,1,0,0,8,9,9
843,13230-0-0-5,interior,4.0,44100,7,1,0,0,2,5,0
844,171305-7-23-0,exterior,1.5452708333333334,48000,7,1,0,0,2,8,0
845,4-181286-A-10,natural,5.0,44100,7,1,0,0,2,3,2
846,190894-2-0-7,human,4.0,44100,7,1,0,0,0,5,0
847,57320-0-0-4,interior,4.0,44100,7,1,0,0,2,5,0
848,94636-8-0-19,siren,4.0,44100,7,1,0,0,8,9,9
849,194310-9-0-35,exterior,4.0,44100,7,1,0,0,0,5,0
850,104421-2-1-3,human,4.0,44100,7,1,0,0,0,5,0
851,52441-3-0-0,animal,4.0,44100,7,1,0,0,4,5,4
852,1-81001-B-30,natural,5.0,44100,7,1,0,1,7,9,9
853,4-161099-A-47,exterior,5.0,44100,7,1,0,0,2,5,5
854,178826-2-0-28,human,4.0,48000,7,1,0,0,0,5,0
855,111671-8-0-13,siren,4.0,48000,7,1,0,0,8,9,9
856,3-124795-A-28,natural,5.0,44100,7,1,0,1,0,2,0
857,34952-8-0-7,siren,4.0,44100,7,1,0,0,8,9,9
858,157868-8-0-7,siren,4.0,44100,7,1,0,0,8,9,9
859,157868-8-0-13,siren,4.0,44100,7,1,0,0,8,9,9
860,55018-0-0-102,interior,4.0,44100,7,1,0,0,2,5,0
861,5-219379-A-11,natural,5.0,44100,7,1,0,0,2,3,2
862,106486-5-0-2,exterior,4.0,44100,7,1,0,0,0,4,0
863,5-233787-A-7,animal,5.0,44100,7,1,0,0,2,5,0
864,17480-2-0-35,human,4.0,44100,7,1,0,0,0,5,0
865,5-181458-A-33,interior,5.0,44100,7,1,0,0,0,7,0
866,107357-8-1-3,siren,4.0,44100,7,1,0,0,8,9,9
867,195451-5-0-20,exterior,4.0,44100,7,1,0,0,0,4,0
868,-jo8rFlkqBY_360,siren,10.0,16000,3,0,1,1,8,9,9
869,4wtYx-VZM7o_180,siren,10.0,16000,3,0,1,1,6,9,9
870,57323-8-0-9,siren,4.0,44100,7,1,0,0,8,9,9
871,157866-8-0-13,siren,4.0,44100,7,1,0,0,8,9,9
872,202516-0-0-7,interior,4.0,48000,7,1,0,0,2,5,0
873,4-181628-A-17,natural,5.0,44100,7,1,0,0,2,3,2
874,1-40967-A-28,animal,5.0,44100,7,1,0,1,0,5,0
875,3-163607-B-13,natural,5.0,44100,7,1,0,1,0,1,0
876,161005-2-0-6,human,4.0,44100,7,1,0,0,0,5,0
877,-az6BooRLxw_40,siren,10.0,16000,3,0,1,1,9,9,9
878,1-81851-A-31,interior,5.0,44100,7,1,0,1,0,3,0
879,0Z6RZtumRVs_16,siren,9.3758125,16000,3,0,1,1,8,9,9
880,24347-8-0-48,siren,4.0,48000,7,1,0,0,8,9,9
881,200786-5-1-2,exterior,4.0,44100,7,1,0,0,0,4,0
882,157867-8-0-5,siren,4.0,44100,7,1,0,0,8,9,9
883,3-197435-A-22,human,5.0,44100,7,1,0,1,0,6,0
884,1-50625-A-17,natural,5.0,44100,7,1,0,1,0,3,0
885,5-197118-A-45,exterior,5.0,44100,7,1,0,0,2,5,5
886,5-177614-A-5,animal,5.0,44100,7,1,0,0,2,5,0
887,24347-8-0-6,siren,4.0,48000,7,1,0,0,8,9,9
888,134717-0-0-4,interior,4.0,44100,7,1,0,0,2,5,0
889,5-207836-D-29,human,5.0,44100,7,1,0,0,0,5,0
890,71700-3-3-2,animal,4.0,48000,7,1,0,0,4,5,4
891,74726-8-0-15,siren,4.0,44100,7,1,0,0,8,9,9
892,102853-8-0-1,siren,4.0,44100,7,1,0,0,8,9,9
893,206037-2-0-25,human,4.0,44100,7,1,0,0,0,5,0
894,5-223317-A-31,interior,5.0,44100,7,1,0,0,0,7,0
895,154758-5-0-3,exterior,4.0,48000,7,1,0,0,0,4,0
896,24347-8-0-78,siren,4.0,48000,7,1,0,0,8,9,9
897,93567-8-0-0,siren,4.0,44100,7,1,0,0,8,9,9
898,137969-2-0-37,human,4.0,44100,7,1,0,0,0,5,0
899,5-208624-A-38,interior,5.0,44100,7,1,0,0,0,7,0
900,94632-5-1-13,exterior,4.0,44100,7,1,0,0,0,4,0
901,114280-3-0-1,animal,4.0,48000,7,1,0,0,4,5,4
902,75490-8-0-1,siren,4.0,44100,7,1,0,0,8,9,9
903,60846-0-0-3,interior,4.0,44100,7,1,0,0,2,5,0
904,3-144128-A-23,human,5.0,44100,7,1,0,1,0,4,0
905,09tRKuMuyKU_30,siren,10.0,16000,3,0,1,1,8,9,9
906,94632-5-1-9,exterior,4.0,44100,7,1,0,0,0,4,0
907,71700-3-4-1,animal,4.0,48000,7,1,0,0,4,5,4
908,-Ei2LE71Dfg_20,siren,10.0,16000,3,0,1,1,6,8,9
909,54383-0-0-5,interior,4.0,44100,7,1,0,0,2,5,0
910,7390-9-1-11,exterior,4.0,44100,7,1,0,0,0,5,0
911,1-15689-A-4,animal,5.0,44100,7,1,0,1,0,5,0
912,184805-0-0-75,interior,4.0,44100,7,1,0,0,2,5,0
913,22883-7-3-0,exterior,1.6,48000,7,1,0,0,2,8,0
914,74726-8-0-3,siren,4.0,44100,7,1,0,0,8,9,9
915,4-204119-A-39,interior,5.0,44100,7,1,0,0,0,7,0
916,124389-8-1-12,siren,4.0,44100,7,1,0,0,8,9,9
917,3-144253-A-29,human,5.0,44100,7,1,0,1,0,3,0
918,4-188703-D-8,animal,5.0,44100,7,1,0,0,2,5,0
919,151005-4-2-1,exterior,4.0,44100,7,1,0,0,0,6,0
920,66601-8-0-5,siren,4.0,44100,7,1,0,0,8,9,9
921,-YMXgDKKAwU_30,siren,10.0,16000,3,0,1,1,6,9,7
922,-vWpVrlwnvI_70,siren,10.0,16000,3,0,1,1,8,9,9
923,74364-8-1-0,siren,4.0,44100,7,1,0,0,8,9,9
924,2-61618-A-46,exterior,5.0,44100,7,1,0,1,0,6,0
925,3-93010-A-18,natural,5.0,44100,7,1,0,1,0,4,0
926,1-90797-A-15,natural,5.0,44100,7,1,0,1,0,4,0
927,166942-0-0-0,interior,4.0,48000,7,1,0,0,2,5,0
928,203913-8-0-12,siren,4.0,44100,7,1,0,0,8,9,9
929,3-108451-A-17,natural,5.0,44100,7,1,0,1,0,3,0
930,1-65483-A-13,natural,5.0,44100,7,1,0,1,0,3,0
931,4-189830-A-22,human,5.0,44100,7,1,0,0,0,5,0
932,72829-3-0-0,animal,4.0,22050,7,1,0,0,4,5,4
933,184805-0-0-40,interior,4.0,44100,7,1,0,0,2,5,0
934,50629-4-3-0,exterior,4.0,44100,7,1,0,0,0,6,0
935,5-103415-A-2,animal,5.0,44100,7,1,0,0,2,5,0
936,157868-8-0-17,siren,4.0,44100,7,1,0,0,8,9,9
937,5-195557-A-19,natural,5.0,44100,7,1,0,0,2,3,2
938,2-209473-A-25,human,5.0,44100,7,1,0,1,0,5,0
939,132021-7-0-7,exterior,4.0,44100,7,1,0,0,2,8,0
940,117072-3-0-8,animal,4.0,44100,7,1,0,0,4,5,4
941,157868-8-0-8,siren,4.0,44100,7,1,0,0,8,9,9
942,164053-8-2-2,siren,4.0,44100,7,1,0,0,8,9,9
943,13230-0-0-7,interior,4.0,44100,7,1,0,0,2,5,0
944,55018-0-0-87,interior,4.0,44100,7,1,0,0,2,5,0
945,24347-8-0-26,siren,4.0,48000,7,1,0,0,8,9,9
946,102871-8-0-3,siren,4.0,44100,7,1,0,0,8,9,9
947,24347-8-0-58,siren,4.0,48000,7,1,0,0,8,9,9
948,157866-8-0-15,siren,4.0,44100,7,1,0,0,8,9,9
949,1-53670-A-18,natural,5.0,44100,7,1,0,1,0,2,0
950,132016-7-0-6,exterior,4.0,44100,7,1,0,0,2,8,0
951,72539-3-0-5,animal,4.0,11025,7,1,0,0,4,5,4
952,107357-8-0-4,siren,4.0,44100,7,1,0,0,8,9,9
953,17973-2-0-32,human,4.0,44100,7,1,0,0,0,5,0
954,121528-8-1-1,siren,4.0,44100,7,1,0,0,8,9,9
955,4-218199-H-35,interior,5.0,44100,7,1,0,0,0,7,0
956,4-80761-A-42,siren,5.0,44100,7,1,0,0,8,9,9
957,58382-3-0-0,animal,4.0,44100,7,1,0,0,4,5,4
958,185909-2-0-34,human,4.0,44100,7,1,0,0,0,5,0
959,22883-7-67-0,exterior,0.9269583333333332,48000,7,1,0,0,2,8,0
960,1-51805-B-33,interior,5.0,44100,7,1,0,1,0,7,0
961,3-164593-A-15,natural,5.0,44100,7,1,0,1,0,3,0
962,2VzvCtRDom8_160,siren,10.0,16000,3,0,1,1,6,9,9
963,95536-3-0-1,animal,4.0,44100,7,1,0,0,4,5,4
964,1-61252-A-11,natural,5.0,44100,7,1,0,1,0,3,0
965,4-195497-B-11,natural,5.0,44100,7,1,0,0,2,3,2
966,17853-5-0-10,exterior,4.0,44100,7,1,0,0,0,4,0
967,157866-8-0-16,siren,4.0,44100,7,1,0,0,8,9,9
968,74364-8-1-21,siren,4.0,44100,7,1,0,0,8,9,9
969,0nPtStqMn3Q_30,siren,10.0,16000,3,0,1,1,8,9,9
970,118279-8-0-0,siren,4.0,48000,7,1,0,0,8,9,9
971,73623-7-3-0,exterior,4.0,44100,7,1,0,0,2,8,0
972,2-64962-A-15,natural,5.0,44100,7,1,0,1,0,3,0
973,1-57316-A-13,natural,5.0,44100,7,1,0,1,0,3,0
974,124389-8-1-6,siren,4.0,44100,7,1,0,0,8,9,9
975,131428-9-1-0,exterior,4.0,44100,7,1,0,0,0,5,0
976,100852-0-0-19,interior,4.0,44100,7,1,0,0,2,5,0
977,2-83536-A-27,human,5.0,44100,7,1,0,1,0,5,0
978,123688-8-0-3,siren,4.0,44100,7,1,0,0,8,9,9
979,111671-8-0-20,siren,4.0,48000,7,1,0,0,8,9,9
980,5-219318-A-31,interior,5.0,44100,7,1,0,0,0,7,0
981,5-172299-A-5,animal,5.0,44100,7,1,0,0,2,5,0
982,7fyEB8Xrm-s_120,siren,10.0,16000,3,0,1,1,6,9,9
983,125678-7-4-4,exterior,4.0,44100,7,1,0,0,2,8,0
984,4dXcz9B3sV8_10,siren,10.0,16000,3,0,1,1,6,9,9
985,155310-3-0-0,animal,2.7699773242630386,11025,7,1,0,0,4,5,4
986,4-201800-A-31,interior,5.0,44100,7,1,0,0,0,7,0
987,71866-9-0-32,exterior,4.0,44100,7,1,0,0,0,5,0
988,94636-8-0-1,siren,4.0,44100,7,1,0,0,8,9,9
989,72539-3-0-1,animal,4.0,11025,7,1,0,0,4,5,4
990,1-17295-A-29,human,5.0,44100,7,1,0,1,0,5,0
991,133473-8-0-0,siren,4.0,44100,7,1,0,0,8,9,9
992,4-187769-A-14,natural,5.0,44100,7,1,0,0,2,3,2
993,1-49409-B-8,animal,5.0,44100,7,1,0,1,0,5,0
994,0_aJlfGS4xM_30,siren,10.0,16000,3,0,1,1,8,9,9
995,151149-2-0-54,human,4.0,44100,7,1,0,0,0,5,0
996,165039-7-1-0,exterior,3.91,44100,7,1,0,0,2,8,0
997,-lKFUlNs47U_30,siren,10.0,16000,3,0,1,1,8,9,9
998,157866-8-0-17,siren,4.0,44100,7,1,0,0,8,9,9
999,165454-0-0-9,interior,4.0,48000,7,1,0,0,2,5,0
1000,139948-3-2-0,animal,1.31,44100,7,1,0,0,4,5,4
1001,74226-9-0-21,exterior,4.0,44100,7,1,0,0,0,5,0
1002,157866-8-0-1,siren,4.0,44100,7,1,0,0,8,9,9
1003,157867-8-0-20,siren,4.0,44100,7,1,0,0,8,9,9
1004,24347-8-0-25,siren,4.0,48000,7,1,0,0,8,9,9
1005,9031-3-4-0,animal,0.83,44100,7,1,0,0,4,5,4
1006,27070-2-0-3,human,4.0,44100,7,1,0,0,0,5,0
1007,3-96606-A-49,exterior,5.0,44100,7,1,0,1,0,5,1
1008,3-216284-A-39,interior,5.0,44100,7,1,0,1,0,7,0
1009,47160-0-0-3,interior,4.0,48000,7,1,0,0,2,5,0
1010,35382-0-0-0,interior,4.0,44100,7,1,0,0,2,5,0
1011,1-31482-B-42,siren,5.0,44100,7,1,0,1,8,9,9
1012,1mlUy8CU0zo_20,siren,10.0,16000,3,0,1,1,8,9,9
1013,3-155583-A-14,interior,5.0,44100,7,1,0,1,0,5,0
1014,107357-8-1-16,siren,4.0,44100,7,1,0,0,8,9,9
1015,53pk4vg4308_430,exterior,10.0,16000,3,0,1,1,0,3,0
1016,4vLL7INP0VE_10,siren,10.0,16000,3,0,1,1,6,9,9
1017,123688-8-2-2,siren,4.0,44100,7,1,0,0,8,9,9
1018,138017-9-1-6,exterior,4.0,44100,7,1,0,0,0,5,0
1019,50629-4-0-1,exterior,4.0,44100,7,1,0,0,0,6,0
1020,77927-3-1-1,animal,4.0,44100,7,1,0,0,4,5,4
1021,105289-8-1-2,siren,4.0,44100,7,1,0,0,8,9,9
1022,2-102414-A-17,natural,5.0,44100,7,1,0,1,0,3,0
1023,0MPxeI2LAts_110,siren,10.0,16000,3,0,1,1,8,9,9
1024,3-124600-A-19,natural,5.0,44100,7,1,0,1,0,0,0
1025,105415-2-0-1,human,4.0,48000,7,1,0,0,0,5,0
1026,139000-4-0-1,exterior,4.0,44100,7,1,0,0,0,6,0
1027,7913-3-0-0,animal,0.9973242630385488,44100,7,1,0,0,4,5,4
1028,2-102567-D-35,interior,5.0,44100,7,1,0,1,0,7,0
1029,54898-8-0-0,siren,4.0,44100,7,1,0,0,8,9,9
1030,7mScDfYXRVI_130,siren,10.0,16000,3,0,1,1,6,9,9
1031,4-182034-A-30,interior,5.0,44100,7,1,0,0,0,7,0
1032,73623-7-5-0,exterior,2.207619047619048,44100,7,1,0,0,2,8,0
1033,06RreMb5qbE_0,siren,9.993,16000,3,0,1,1,8,9,9
1034,--YiwOrObMM_60,animal,10.0,16000,4,0,1,1,3,7,3
1035,187378-3-0-30,animal,4.0,44100,7,1,0,0,4,5,4
1036,94632-5-0-6,exterior,4.0,44100,7,1,0,0,0,4,0
1037,57320-0-0-21,interior,4.0,44100,7,1,0,0,2,5,0
1038,203913-8-0-8,siren,4.0,44100,7,1,0,0,8,9,9
1039,5-218196-A-27,human,5.0,44100,7,1,0,0,0,5,0
1040,42117-8-0-13,siren,4.0,44100,7,1,0,0,8,9,9
1041,59513-3-0-1,animal,4.0,44100,7,1,0,0,4,5,4
1042,-t478yabOQw_30,siren,10.0,16000,3,0,1,1,8,9,9
1043,77751-4-4-0,exterior,4.0,48000,7,1,0,0,0,6,0
1044,203913-8-0-0,siren,4.0,44100,7,1,0,0,8,9,9
1045,135160-8-0-5,siren,4.0,16000,7,1,0,0,8,9,9
1046,4-175025-A-34,interior,5.0,44100,7,1,0,0,0,7,0
1047,30206-7-0-25,exterior,4.0,44100,7,1,0,0,2,8,0
1048,116423-2-0-0,human,4.0,44100,7,1,0,0,0,5,0
1049,22601-8-0-34,siren,4.0,48000,7,1,0,0,8,9,9
1050,74507-0-0-2,interior,4.0,44100,7,1,0,0,2,5,0
1051,54383-0-0-6,interior,4.0,44100,7,1,0,0,2,5,0
1052,107357-8-0-1,siren,4.0,44100,7,1,0,0,8,9,9
1053,22883-7-34-0,exterior,1.0465625,48000,7,1,0,0,2,8,0
1054,54898-8-0-3,siren,4.0,44100,7,1,0,0,8,9,9
1055,124389-8-1-16,siren,4.0,44100,7,1,0,0,8,9,9
1056,06TM6z3NvuY_30,siren,10.0004375,16000,3,0,1,1,8,9,9
1057,74364-8-1-2,siren,4.0,44100,7,1,0,0,8,9,9
1058,-j_icZ4nywU_300,siren,10.0,16000,3,0,1,1,8,9,9
1059,7965-3-16-0,animal,1.8789569160997728,44100,7,1,0,0,4,5,4
1060,-npJ2J2xrJU_30,siren,10.0,16000,3,0,1,1,8,9,9
1061,2-122066-B-45,exterior,5.0,44100,7,1,0,1,2,5,5
1062,117181-8-0-0,siren,4.0,44100,7,1,0,0,8,9,9
1063,3-151557-A-28,interior,5.0,44100,7,1,0,1,0,4,0
1064,107357-8-1-1,siren,4.0,44100,7,1,0,0,8,9,9
1065,3-151206-A-23,human,5.0,44100,7,1,0,1,0,3,0
1066,189991-0-0-6,interior,4.0,44100,7,1,0,0,2,5,0
1067,88569-2-0-67,human,4.0,44100,7,1,0,0,0,5,0
1068,203913-8-1-0,siren,4.0,44100,7,1,0,0,8,9,9
1069,44325-9-0-21,exterior,4.0,44100,7,1,0,0,0,5,0
1070,4-232495-A-6,animal,5.0,44100,7,1,0,0,2,5,0
1071,3-138114-A-22,human,5.0,44100,7,1,0,1,0,7,0
1072,31973-9-0-56,exterior,4.0,44100,7,1,0,0,0,5,0
1073,4-195805-A-13,natural,5.0,44100,7,1,0,0,2,3,2
1074,3-172179-A-31,interior,5.0,44100,7,1,0,1,0,7,0
1075,105289-8-0-5,siren,4.0,44100,7,1,0,0,8,9,9
1076,-Kx6UWwabK0_30,siren,10.0,16000,3,0,1,1,4,6,5
1077,107357-8-1-5,siren,4.0,44100,7,1,0,0,8,9,9
1078,2YJMfQdcVhY_180,siren,10.0,16000,3,0,1,1,6,9,9
1079,77751-4-3-0,exterior,4.0,48000,7,1,0,0,0,6,0
1080,GG5XSsexHGk_370,siren,10.0,16000,3,0,1,1,6,9,9
1081,58857-2-0-13,human,4.0,44100,7,1,0,0,0,5,0
1082,-mDOld5RYxw_80,siren,10.0,16000,3,0,1,1,6,9,9
1083,0sOZffoNx5s_500,siren,10.0,16000,3,0,1,1,8,9,9
1084,204408-2-0-21,human,4.0,44100,7,1,0,0,0,5,0
1085,98525-8-0-0,siren,4.0,44100,7,1,0,0,8,9,9
1086,2-158746-C-2,animal,5.0,44100,7,1,0,1,7,9,9
1087,184623-8-0-2,siren,4.0,44100,7,1,0,0,8,9,9
1088,183989-3-1-23,animal,4.0,44100,7,1,0,0,4,5,4
1089,1-46040-A-14,interior,5.0,44100,7,1,0,1,0,7,0
1090,5-243448-A-14,human,5.0,44100,7,1,0,0,0,5,0
1091,24347-8-0-11,siren,4.0,48000,7,1,0,0,8,9,9
1092,2-52085-B-4,animal,5.0,44100,7,1,0,1,0,7,0
1093,2-81190-A-34,interior,5.0,44100,7,1,0,1,0,7,0
1094,14114-4-0-0,exterior,4.0,44100,7,1,0,0,0,6,0
1095,0hOHsfCsl9k_220,siren,10.0,16000,3,0,1,1,8,9,9
1096,1-23094-B-15,natural,5.0,44100,7,1,0,1,0,3,0
1097,24347-8-0-94,siren,4.0,48000,7,1,0,0,8,9,9
1098,2-84965-A-23,human,5.0,44100,7,1,0,1,0,2,0
1099,5-210540-A-13,natural,5.0,44100,7,1,0,0,2,3,2
1100,1-27405-A-28,interior,5.0,44100,7,1,0,1,0,7,0
1101,4-119720-A-18,natural,5.0,44100,7,1,0,1,0,3,0
1102,22601-8-0-50,siren,4.0,48000,7,1,0,0,8,9,9
1103,4-188287-A-9,animal,5.0,44100,7,1,0,0,2,5,0
1104,180134-4-2-9,exterior,4.0,44100,7,1,0,0,0,6,0
1105,156868-8-1-0,siren,0.9284580498866212,44100,7,1,0,0,8,9,9
1106,5-117118-A-42,siren,5.0,44100,7,1,0,0,8,9,9
1107,75743-0-0-16,interior,4.0,44100,7,1,0,0,2,5,0
1108,203440-3-0-1,animal,4.0,44100,7,1,0,0,4,5,4
1109,1-29561-A-10,natural,5.0,44100,7,1,0,1,0,3,0
1110,162103-0-0-5,interior,4.0,44100,7,1,0,0,2,5,0
1111,24347-8-0-21,siren,4.0,48000,7,1,0,0,8,9,9
1112,0bnVue36sUs_10,siren,10.0,16000,3,0,1,1,8,9,9
1113,118279-8-0-1,siren,4.0,48000,7,1,0,0,8,9,9
1114,73524-0-0-101,interior,4.0,44100,7,1,0,0,2,5,0
1115,17578-5-0-26,exterior,4.0,44100,7,1,0,0,0,4,0
1116,66619-2-0-11,human,4.0,44100,7,1,0,0,0,5,0
1117,124389-8-1-13,siren,4.0,44100,7,1,0,0,8,9,9
1118,1-118206-A-31,interior,5.0,44100,7,1,0,1,0,7,0
1119,0qTClRxN6mY_240,siren,10.0,16000,3,0,1,1,8,9,9
1120,73623-7-4-0,exterior,1.25,44100,7,1,0,0,2,8,0
1121,-mwA4XS2DZM_30,siren,10.0,16000,3,0,1,1,8,9,9
1122,46299-2-0-16,human,4.0,44100,7,1,0,0,0,5,0
1123,4-196672-A-8,animal,5.0,44100,7,1,0,0,2,5,0
1124,7hh9Ow3Yusg_20,exterior,10.0,16000,3,0,1,1,0,3,0
1125,2-102414-D-17,natural,5.0,44100,7,1,0,1,0,3,0
1126,117181-8-0-4,siren,4.0,44100,7,1,0,0,8,9,9
1127,4-132839-A-33,interior,5.0,44100,7,1,0,1,0,7,0
1128,78326-9-0-6,exterior,4.0,24000,7,1,0,0,0,5,0
1129,96920-9-0-3,exterior,4.0,44100,7,1,0,0,0,5,0
1130,2-73544-A-27,human,5.0,44100,7,1,0,1,0,5,0
1131,22601-8-0-3,siren,4.0,48000,7,1,0,0,8,9,9
1132,208652-8-6-0,siren,1.5264625850340137,44100,7,1,0,0,8,9,9
1133,16860-9-0-30,exterior,4.0,44100,7,1,0,0,0,5,0
1134,3-155766-A-13,natural,5.0,44100,7,1,0,1,0,0,0
1135,46669-4-0-24,exterior,4.0,48000,7,1,0,0,0,6,0
1136,73524-0-0-99,interior,4.0,44100,7,1,0,0,2,5,0
1137,165166-8-0-0,siren,4.0,44100,7,1,0,0,8,9,9
1138,24347-8-0-87,siren,4.0,48000,7,1,0,0,8,9,9
1139,03ikEZjMYpg_30,siren,10.0,16000,3,0,1,1,8,9,9
1140,123688-8-0-12,siren,4.0,44100,7,1,0,0,8,9,9
1141,134717-0-0-21,interior,4.0,44100,7,1,0,0,2,5,0
1142,196083-2-0-0,human,4.0,44100,7,1,0,0,0,5,0
1143,61791-9-1-40,exterior,4.0,44100,7,1,0,0,0,5,0
1144,74726-8-0-9,siren,4.0,44100,7,1,0,0,8,9,9
1145,3-146033-A-13,natural,5.0,44100,7,1,0,1,0,2,0
1146,74364-8-1-8,siren,4.0,44100,7,1,0,0,8,9,9
1147,-ZeMV790MXE_10,siren,9.806625,16000,3,0,1,1,8,9,9
1148,5-133989-B-42,siren,5.0,44100,7,1,0,0,8,9,9
1149,1-54918-A-14,natural,5.0,44100,7,1,0,1,0,3,0
1150,58857-2-0-10,human,4.0,44100,7,1,0,0,0,5,0
1151,1-51037-A-16,natural,5.0,44100,7,1,0,1,2,3,2
1152,209672-3-8-0,animal,1.05,44100,7,1,0,0,4,5,4
1153,121286-0-0-13,interior,4.0,48000,7,1,0,0,2,5,0
1154,5-198373-A-46,exterior,5.0,44100,7,1,0,0,2,5,5
1155,3-203374-A-39,interior,5.0,44100,7,1,0,1,9,9,9
1156,21684-9-0-25,exterior,4.0,44100,7,1,0,0,0,5,0
1157,1-12654-A-15,natural,5.0,44100,7,1,0,1,2,3,2
1158,5-257839-A-14,interior,5.0,44100,7,1,0,0,0,7,0
1159,3-156391-A-35,interior,5.0,44100,7,1,0,1,0,2,0
1160,39854-5-0-0,exterior,4.0,44100,7,1,0,0,0,4,0
1161,52882-2-0-0,human,4.0,44100,7,1,0,0,0,5,0
1162,128891-3-0-2,animal,4.0,44100,7,1,0,0,4,5,4
